gnd_id,bbg,name,count
040064069,Tuz,Bibel,6378
040015157,Tu1,Bibel. Altes Testament,3908
040417719,Tu1,Bibel. Neues Testament,3548
1210933306,Tu3,Bin ich klein?,2266
040721337,Tu1,Grundgesetz für die Bundesrepublik Deutschland,889
041894324,Tu1,Geburt Jesu,878
040287009,Tu1,Bibel. Johannesevangelium,845
040158063,Tu1,Bibel. Evangelien,842
041257839,Tu1,Handelsgesetzbuch,772
040324443,Tu1,Koran,767
