gnd_id,bbg,name,count
1221529951,Tu3,"Da rein, da raus",379
1221529749,Tu3,Egbert wird rot,252
1221529439,Tu3,Fünf Meter Zeit,155
1234404044,Tu1,Friede von Brest-Litowsk,34
123103078X,Tu1,Die schönsten Weihnachtslieder,28
1221194801,Tu3,Verkehrsrecht,21
1234162326,Tu1,Joy to the world,18
1231027975,Tu1,Die schönsten Herbst- & Winterlieder,18
1222168766,Tu1,Alle Jahre wieder,17
1221530038,Tu3,Der sicherste Ort der Welt,17
