gnd_id,bbg,name,count
1239249349,Tb1,Brandenburg,37
124034399X,Tb1,Deutschland,30
1245645730,Tb1,Regensburg,28
1233754688,Tb1,Splash,26
123725177X,Tb1,Deutschland,26
1230450041,Tb3,Friedrich-Schiller-Universität Jena. Zentrum für Lehrerbildung und Bildungsforschung,21
1237237335,Tb1,Stundenglas Media,20
1248657551,Tb1,VCÖ - Mobilität mit Zukunft,18
1228296863,Tb1,Katholische Kirche. Diözese Rottenburg,18
1226257313,Tb1,Stiftung Humboldt Forum im Berliner Schloss,15
