gnd_id,bbg,name,count
040118827,Tgz,Deutschland,266099
040432718,Tgz,Österreich,39128
040538818,Tgz,Schweiz,31659
040057283,Tgz,Berlin,26254
040787044,Tgz,USA,25254
040157016,Tgz,Europa,21745
040118894,Tgz,Deutschland,17282
040352064,Tg1,Leipzig,17110
040181456,Tgz,Frankreich,14081
040118908,Tgz,Deutschland,13094
