Tp3,3273696
Tp1,1195426
Tb1,1115271
Tp6,1092108
Tf1,623728
Tb6,298607
Tg1,282910
Tu3,272238
Ts1,197396
Tu1,171798
Tf6,171622
Tp4,116489
Tb3,90418
Tf3,61749
Tp2,26216
Tu6,25441
Tg6,24683
Tu4,14750
Tg3,9385
Tp5,6246
Ts1e,4671
Tb1e,3474
Tb4,2076
Tg1e,1576
Tp1e,1149
Ts6,1058
Tf4,598
Ts3,590
Tg4,521
Tpz,487
Tu2,351
Tb2,246
Tsz,175
Tu5,145
Tu1e,131
Tb5,121
Tu7,99
Tf2,74
Ts2,73
Tgz,54
Tb7,32
Tp7,30
Tg2,29
Tg7,17
Tf5,8
Tbz,6
Tf7,4
Tbz1,3
Ts7,3
Tg5,2
Tuz,1
Ts3e,1
