gnd_id,bbg,name,count
118584596,Tpz,Mozart,32341
11850553X,Tpz,Bach,30235
118508288,Tpz,Beethoven,18900
118610961,Tpz,Schubert,12965
118540238,Tpz,Goethe,12437
118514253,Tp1,Brahms,10591
118547356,Tp1,Haydn,9568
118611666,Tpz,Schumann,8798
118544489,Tp1,Händel,8784
118594117,Tpz,Wagner,7944
