gnd_id,bbg,name,count
041132920,Tsz,Deutsch,53313
041336976,Tsz,Topografie,42951
040359646,Tsz,Literatur,30576
040674886,Tsz,Zeitschrift,24285
040182029,Tsz,Frau,23421
040090809,Ts1,Buntpapier,23222
040305503,Tsz,Kind,23088
042993512,Ts1,Rundschreiben,20663
04049716X,Tsz,Rezeption,18262
04061963X,Tsz,Unternehmen,18085
