gnd_id,bbg,name,count
1231485639,Ts3,Uhertype Standard-Grotesk,102
1236730445,Ts1,Stereotypie,30
1222037076,Ts1,Zeitungskopf,26
1220324590,Ts1,Atypische Beschäftigung,23
123155651X,Ts3,Uhertype Antiqua,20
1231486007,Ts3,Uhertype Ramses,18
1232850519,Ts1,Integrierte Produktentwicklung,18
1227961537,Ts1,Heteronormativität,17
1227263368,Ts1,Soziale Robotik,17
1242484655,Ts1,Plattform,17
