gnd_id,bbg,name,count
1235478017,Tp3,Fritz,171
1237326117,Tp3,Walz,158
1225131782,Tp3,Rosenwald,150
1237901146,Tp3,Trojan,134
1230104798,Tp1,Berghaus,109
1231941804,Tp1,Martens,80
1228198462,Tp3,Stone,77
1226917577,Tp3,Osenberg-van Vugt,76
1241337918,Tp3,Meyer,73
1231918438,Tp3,Lückel,63
