gnd_id,bbg,name,count
1236963652,Tg1,Sonne,315
1236963989,Tg1,Sonnensystem,255
1237650526,Tg1,Glacier-Express,51
123763234X,Tg1,Stuttgart 21,47
1225128579,Tg1,Eswatini,41
1241216274,Tg1,Juda,33
1235869652,Tg1,Espenhain,28
1237279054,Tg1,Stadtlengsfeld,20
1230358781,Tg1,Lumpzig,16
1225582652,Tg1,Niederzimmern,16
